name_guest,date_review,overview_rating,overview_text,comment
shoppermama,"Reviewed in the United States on August 18, 2022",1.0 out of 5 stars,Junk! Disappointing,"I don't normally write reviews like this but this product is completely disappointing.  I had thought with the reviews here that it would be a great gift as my husband loved a frosty mug.  JUNK! I bought it twice, thinking that the first time when it became completely warped after freezing it once that it was either a defect or my error.  However, the same thing happened with the second set of glasses. I reviewed the instructions, nope! Waste of money and now I have warped glasses to show for it. Do NOT recommend."
BBarbBabs,"Reviewed in the United States on August 17, 2022",1.0 out of 5 stars,Came Apart,"Wow - these have been used maybe six times and are always washed by hand, yet they split apart are now are worthless.  They look like nice quality but don’t be fooled."
Ron Nichols,"Reviewed in the United States on August 10, 2022",1.0 out of 5 stars,Fragile when frozen,Breaks easy...had to return
Keny,"Reviewed in the United States on August 4, 2022",1.0 out of 5 stars,,Se desconjela en 5 minutos o menos
V. J. Han,"Reviewed in the United States on July 31, 2022",1.0 out of 5 stars,Is mine half baked?,"Inner gel is barely filled 1/3, so when it is frozen, it cools down lower half of liquid (coffee) but nothing above grip. Even if cooling gel expands, there should be more of it for uniformly cooling down stuff. It doesn't keep my coffee or anything cool for very long thanks to this oversight."
amy,"Reviewed in the United States on July 24, 2022",1.0 out of 5 stars,Don’t bother,Had these barely over a month and the cup broke in the freezer too late too return.
Zak,"Reviewed in the United States on July 21, 2022",1.0 out of 5 stars,BROKEN IN ONE MONTH!,"SO DISAPPOINTED! Got them for my man for Father’s Day and the damn thing exploded! One month, NEVER ever put in the dishwasher. Only hand washed. contacted the company for exchange per their satisfaction guarantee. Supposedly, no questions asked. We will see."
Mfcourt,"Reviewed in the United States on June 25, 2022",1.0 out of 5 stars,Broke after just 8 months.,Broke after just 8 months.
Yahaira I,"Reviewed in the United States on June 25, 2022",1.0 out of 5 stars,Does not keep the drink cold for long time,I purchased this as a gift for my husband for fathers day and it doesn't keep the drink cold for too long and there is not much room for drink it's a really thick cup have to refill it rather quickly
Sunshine,"Reviewed in the United States on June 21, 2022",1.0 out of 5 stars,Waste of Money,Don't buy it doesn’t stay cold & the condensation is a mess.
Amazon Customer,"Reviewed in the United States on June 19, 2022",1.0 out of 5 stars,Father’s Day Gift Ruined,"I purchased these glasses as a Father’s Day gift but however when the package arrived the box was torn and crushed up. It looked like something I found at a garage sale, there’s no way I’m giving that to anyone in that condition."
Kindle Customer,"Reviewed in the United States on June 14, 2022",1.0 out of 5 stars,Unacceptable,"Were purchased as a Father's Day gift.  Two of the items came in what you would expect, a colorful retail box, the other two came in a brown cardboard box, and were obviously not even the same manufacturer as there are slight differences.  Total fail."
Gail E Basson,"Reviewed in the United States on June 4, 2022",1.0 out of 5 stars,Glasses were broken and unusable,Received with original package crushed and glasses inside were broken and gel had leaked. Unusable. Waiting to see if replacement is any better.
Conrad Mitchell,"Reviewed in the United States on May 12, 2022",1.0 out of 5 stars,sent used mismatched cups,ordered a 4 pack. got two gray in a new box. and two black in a nondescript box with no stickers or papers in the box.... looks like they are used.
Dennis,"Reviewed in the United States on May 7, 2022",1.0 out of 5 stars,Both glasses cracked in a mont.,Poor Quality doesn’t last longer than a month! Both broke!
Amazon Customer,"Reviewed in the United States on April 27, 2022",1.0 out of 5 stars,Crap,False advertisement does not even last more than 10 min .....DO NOT BUY!!°!
Elizabeth Williams,"Reviewed in the United States on April 20, 2022",1.0 out of 5 stars,Cracked and unusable freeze cup.,This cup broke-Cracked on the outside all the way down. They weren’t cheap either! Very dissatisfied with this product. Don’t buy‼️
Steve Watters,"Reviewed in the United States on March 30, 2022",1.0 out of 5 stars,Poor quality,"Cheap plastic cup, silicone grip is just as slick as the plastic. Bottom of cup will not sit flat."
adee yacoby,"Reviewed in the United States on February 21, 2022",1.0 out of 5 stars,Broke from temperature in the freezer,Enjoyed the cup very much it keeped te beer very cooled and refreshing !I left the cup in the freezer for about a week (so it will stay cold until my next beer) and to my surprise it broke! (So far only one of the two cups broke)Expected a better quality….
Heather Robbins,"Reviewed in the United States on February 7, 2022",1.0 out of 5 stars,Already broke after 1 use,Biggest waste of money. Both are already broken and I hand washed them.
H. Lancaster,"Reviewed in the United States on January 22, 2022",1.0 out of 5 stars,"Overpriced, Packaging is Horrible",Don’t give this as a gift like I did. Spend a couple bucks more and order something that’s better quality and packaged nicely. Overpriced for what you get.
e,"Reviewed in the United States on December 27, 2021",1.0 out of 5 stars,Cracked - Very First Use!,"Christmas gift for my hubby and today - just one day later - we took glasses out of the freezer and filled them with cold beer.  Turned my back, heard a very loud cracking noise and discovered the plastic cracked where the double walls came together.  Unfortunately, I made the mistake of shopping early and this set of two beer freeze cooling cups are outside the Amazon return window.  I also purchased the wine glasses and the martini glasses as gifts for my nieces - I sure hope they don't break too and have more money and alcohol down the drain!"
stephen shurtleff,"Reviewed in the United States on December 9, 2021",1.0 out of 5 stars,The inner and outer shells separated.,"After using the freezer glass for the first time, while washing to two shells separated and the gel came out, If this happens to you be careful.  There is a piece of fine wire that must be used in joining the the inner and outer shells together."
Brittney,"Reviewed in the United States on October 30, 2021",1.0 out of 5 stars,Warped Broken Leaking POS,What a ripoff. These warped after 1 week of hand washing. One snapped the sealed ring that glues the cup together. Don’t waste your money on this junk.
Cari,"Reviewed in the United States on October 14, 2021",1.0 out of 5 stars,Broken and unusable after a handful of uses,"After only a handful of uses, the cup is unusable. When I poured cool water into the cup, I heard a loud crack, and the plastic had completely broken in a ring around the lip of the entire cup. When the cup thawed, the inner part of the cup is completely loose and unattached from the outer part of the cup. If I tip it over, all the freeze gel would pour out. It's completely unusable now."
